no_demande,arrondissement,date_premiere_inspection,statut_demande,nb_logements_inspectes,nb_non_conformite,taux_correction,quartier_de_reference_num,quartier_de_reference_nom,x,y,longitude,latitude
3003171030,"Ville-Marie","2022-05","Étude",16,72,0.6346,"30","Sainte-Marie",300319.8329999266,5043457.039785777,-73.5573591117559,45.5310155531879
3003239955,"Ville-Marie","2023-01","Fermée",0,0,,"30","Sainte-Marie",300052.8969999239,5042139.1777858045,-73.560763895491,45.5191551493826
3003239976,"Ville-Marie","2023-02","Étude",20,53,0.64,"30","Sainte-Marie",300559.03429493,5042091.4434858095,-73.5542848240061,45.5187288794974
3003239979,"Ville-Marie","2023-02","Étude",16,83,0.1429,"30","Sainte-Marie",299949.1719999192,5043751.398785776,-73.5621075586013,45.533661825511494
3003253586,"Ville-Marie","2023-04","Étude",78,360,0.0846,"30","Sainte-Marie",299964.70799992303,5042788.178785794,-73.56189913588,45.52499451061979
3003253590,"Ville-Marie","2023-03","Étude",0,0,0,"30","Sainte-Marie",300739.5179999336,5043886.779785775,-73.5519894935524,45.53488508830019
3000768370,"Le Sud-Ouest","2014-05","Fermée",3,17,,"48","Côte-Saint-Paul",297274.3206598757,5035674.603360944,-73.5962310933466,45.460959620928804
3002411514,"Le Sud-Ouest","2020-10","Fermée",0,0,,"48","Côte-Saint-Paul",297572.040704877,5035868.4120109435,-73.5924269926069,45.46270674864199
3002504615,"Le Sud-Ouest","2020-11","Fermée",0,0,,"48","Côte-Saint-Paul",297916.85999988957,5035782.171785941,-73.5880164393296,45.46193420005759
3003208162,"Le Sud-Ouest","2022-09","Fermée",0,0,,"48","Côte-Saint-Paul",298096.9079998862,5034829.396785963,-73.5857011345158,45.4533624126604
3000782516,"Le Sud-Ouest","2014-07","Fermée",3,24,,"49","Ville-Émard",297175.97790487343,5035182.228885959,-73.5974809685775,45.4565279291553
3000910765,"Le Sud-Ouest","2014-12","Fermée",3,105,,"49","Ville-Émard",297173.86799987534,5035844.244785936,-73.59751821435,45.46248504699559
3001110518,"Le Sud-Ouest","2015-12","Fermée",0,0,,"49","Ville-Émard",297343.88711487333,5034543.674210968,-73.5953243987442,45.4507837094864
3000814942,"Outremont","2014-07","Fermée",12,307,,"74","Outremont",296054.8179998538,5042658.2307857955,-73.61194931624,45.523787101812
3000828903,"Outremont","2014-08","Fermée",28,61,,"74","Outremont",295931.87499985396,5041131.226785826,-73.6134955120979,45.51004497013539
3002505334,"Outremont","2020-11","Fermée",0,0,,"74","Outremont",295882.8489998553,5041134.663785833,-73.6141230149992,45.51007527251961
3003100119,"Outremont","2021-12","Étude",0,0,0,"74","Outremont",296823.0076298653,5042169.501560812,-73.6021075850368,45.519398541247696
3003102542,"Outremont","2021-12","Fermée",0,0,,"74","Outremont",295927.7298198532,5042456.263185801,-73.6135725446441,45.521968114412594
3003238932,"Outremont","2023-01","Fermée",0,0,,"74","Outremont",297241.23399987625,5041827.007785821,-73.5967489045542,45.5163213070738
3000876042,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-10","Fermée",38,121,,"40","Snowdon",293427.15899981407,5038988.51078588,-73.6455014566637,45.4907275960552
3001470774,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-09","Fermée",0,0,,"40","Snowdon",293834.8499998188,5038728.567785881,-73.6402797633172,45.48839504328849
3001776155,"Côte-des-Neiges - Notre-Dame-de-Grâce","2020-01","Fermée",0,0,,"40","Snowdon",293591.7859998144,5038883.52778588,-73.6433928670523,45.489785578059795
3002686597,"Côte-des-Neiges - Notre-Dame-de-Grâce","2021-03","Étude",49,459,0.7247,"40","Snowdon",294871.9889998376,5038066.64778589,-73.626998048527,45.48245432213518
3002732794,"Côte-des-Neiges - Notre-Dame-de-Grâce","2021-03","Fermée",0,0,,"40","Snowdon",294424.17829482554,5038665.901435881,-73.6327390432075,45.487840154495906
3003119158,"Côte-des-Neiges - Notre-Dame-de-Grâce","2022-04","Étude",47,334,0.7025,"40","Snowdon",295190.2487748404,5038845.883635874,-73.6229421650473,45.48947068014489
3003142295,"Côte-des-Neiges - Notre-Dame-de-Grâce","2022-04","Étude",16,63,0.48,"40","Snowdon",294424.17829482554,5038665.901435881,-73.6327390432075,45.487840154495906
3003253615,"Côte-des-Neiges - Notre-Dame-de-Grâce","2023-04","Étude",34,206,0.0543,"40","Snowdon",293834.8499998188,5038728.567785881,-73.6402797633172,45.48839504328849
3000877462,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-12","Fermée",0,0,,"44","Upper Lachine",294714.6949998362,5035985.069785939,-73.628967402044,45.4637210818409
3001086885,"Côte-des-Neiges - Notre-Dame-de-Grâce","2015-11","Fermée",21,193,,"44","Upper Lachine",293894.4229498162,5034933.890960959,-73.6394334123733,45.4542497528126
3001469067,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-01","Fermée",28,195,,"44","Upper Lachine",295093.30099984264,5036266.653785932,-73.6241314915734,45.4662602704257
3001472672,"Côte-des-Neiges - Notre-Dame-de-Grâce","2018-12","Fermée",28,186,,"44","Upper Lachine",295093.30099984264,5036266.653785932,-73.6241314915734,45.4662602704257
3003069623,"Côte-des-Neiges - Notre-Dame-de-Grâce","2021-10","Fermée",47,331,,"44","Upper Lachine",295016.84799984074,5036209.645785937,-73.6251080529814,45.465746219150795
3003163540,"Côte-des-Neiges - Notre-Dame-de-Grâce","2022-05","Fermée",11,130,,"44","Upper Lachine",296372.46199985995,5036372.699785933,-73.607775137284,45.46723112748789
3000878842,"Villeray - Saint-Michel - Parc-Extension","2014-12","Fermée",28,543,,"12","Parc-Jarry",294785.23129483504,5044247.620185766,-73.628234079094,45.53807192196301
3001032065,"Villeray - Saint-Michel - Parc-Extension","2015-08","Fermée",3,23,,"12","Parc-Jarry",294892.93822983257,5044508.216260754,-73.6268602224695,45.54041839671249
3001363552,"Villeray - Saint-Michel - Parc-Extension","2017-12","Fermée",4,22,,"12","Parc-Jarry",295251.78818984475,5044053.496085767,-73.6222562812372,45.5363316742256
3001475757,"Villeray - Saint-Michel - Parc-Extension","2018-11","Fermée",0,0,,"12","Parc-Jarry",295405.27120484726,5044218.4451607615,-73.6202942381499,45.53781803113309
3003163563,"Villeray - Saint-Michel - Parc-Extension","2022-04","Fermée",0,0,,"12","Parc-Jarry",295079.5489548352,5044270.89748576,-73.62446596061072,45.538285547619495
3003266410,"Villeray - Saint-Michel - Parc-Extension","2023-05","Étude",21,189,0,"12","Parc-Jarry",294785.23129483504,5044247.620185766,-73.628234079094,45.53807192196301
3000892090,"Le Sud-Ouest","2015-07","Fermée",31,276,,"51","Petite-Bourgogne",298841.572999905,5038532.046785887,-73.5762252649979,45.486687360720595
3003056044,"Le Sud-Ouest","2021-09","Fermée",0,0,,"51","Petite-Bourgogne",298796.7269999031,5038005.662785896,-73.5767925370124,45.48195033540051
3000892108,"Mercier - Hochelaga-Maisonneuve","2015-01","Fermée",1,11,,"27","Hochelaga",301330.52368493914,5044978.621210751,-73.5444301301842,45.544713074027804
3001139996,"Mercier - Hochelaga-Maisonneuve","2016-06","Fermée",0,0,,"27","Hochelaga",301596.01999994565,5045275.021785745,-73.5410321243711,45.54738146484801
3001311032,"Mercier - Hochelaga-Maisonneuve","2017-06","Fermée",1,43,,"27","Hochelaga",301302.8919999461,5044913.479785756,-73.5447835161515,45.544126769727896
3001428483,"Mercier - Hochelaga-Maisonneuve","2018-06","Fermée",4,94,,"27","Hochelaga",301747.02299995057,5045205.619785744,-73.5390978552677,45.5467576390191
3001459247,"Mercier - Hochelaga-Maisonneuve","2018-10","Fermée",6,98,,"27","Hochelaga",301811.0204499519,5045318.134235737,-73.5382789612729,45.547770361920506
3001709194,"Mercier - Hochelaga-Maisonneuve","2020-01","Fermée",8,184,,"27","Hochelaga",301415.0505049467,5044865.202160751,-73.5433468952983,45.5436929041724
3002552195,"Mercier - Hochelaga-Maisonneuve","2021-06","Fermée",6,108,,"27","Hochelaga",301811.0204499519,5045318.134235737,-73.5382789612729,45.547770361920506
3002757054,"Mercier - Hochelaga-Maisonneuve","2021-05","Étude",3,41,0.3483,"27","Hochelaga",301595.49811494985,5044864.5753357485,-73.5410361206526,45.54368811723559
3002793834,"Mercier - Hochelaga-Maisonneuve","2021-05","Fermée",4,22,,"27","Hochelaga",301578.943999949,5045593.498785737,-73.5412529062785,45.5502471553542
3000975788,"Ahuntsic - Cartierville","2015-03","Fermée",9,70,,"06","La Visitation",293203.5114698078,5048269.998285683,-73.6485824988709,45.574242020381384
3001115346,"Ahuntsic - Cartierville","2016-01","Fermée",1,19,,"06","La Visitation",293118.6525698029,5048063.793985689,-73.6496648394272,45.57238511530431
3001290516,"Ahuntsic - Cartierville","2017-03","Fermée",1,33,,"06","La Visitation",293007.50499980367,5049083.454785658,-73.6511134976873,45.58155843611329
3001311046,"Ahuntsic - Cartierville","2017-08","Fermée",1,24,,"06","La Visitation",292982.0209998051,5049001.359785664,-73.6514380722002,45.5808192902757
3001361061,"Ahuntsic - Cartierville","2018-01","Fermée",0,38,,"06","La Visitation",292907.18039980537,5048836.5025356645,-73.6523930789073,45.579334583816994
3001365549,"Ahuntsic - Cartierville","2017-12","Fermée",1,13,,"06","La Visitation",293153.29889480857,5047666.847760697,-73.6492114839761,45.5688138576427
3001428555,"Ahuntsic - Cartierville","2018-06","Fermée",1,26,,"06","La Visitation",293660.544999815,5047998.148785681,-73.6427204812373,45.5718033056069
3001472815,"Ahuntsic - Cartierville","2019-04","Fermée",23,136,,"06","La Visitation",292593.5899997965,5048292.802785686,-73.6563977896313,45.57443679023171
3001472825,"Ahuntsic - Cartierville","2019-02","Fermée",28,158,,"06","La Visitation",292626.14099979564,5048353.92478568,-73.6559822456874,45.5749873535428
3001472828,"Ahuntsic - Cartierville","2019-02","Fermée",0,0,,"06","La Visitation",292991.95599980216,5049088.841785656,-73.6513128779737,45.58160664607699
3001472832,"Ahuntsic - Cartierville","2019-02","Fermée",0,0,,"06","La Visitation",292991.95599980216,5049088.841785656,-73.6513128779737,45.58160664607699
3001609943,"Ahuntsic - Cartierville","2019-08","Fermée",1,25,,"06","La Visitation",293744.840894814,5048138.587710681,-73.64164364868721,45.5730683603833
3001645355,"Ahuntsic - Cartierville","2019-09","Fermée",0,0,,"06","La Visitation",292857.8880098008,5047676.342835694,-73.6529963532953,45.5688942910772
3001933894,"Ahuntsic - Cartierville","2020-06","Fermée",1,13,,"06","La Visitation",292711.9578897974,5048471.822235668,-73.6548856042489,45.576049724194384
3002421355,"Ahuntsic - Cartierville","2020-11","Fermée",1,5,,"06","La Visitation",292711.9578897974,5048471.822235668,-73.6548856042489,45.576049724194384
3002421434,"Ahuntsic - Cartierville","2020-11","Fermée",5,58,,"06","La Visitation",293417.99416480627,5047592.914185692,-73.64581863548172,45.56815296036561
3003236387,"Ahuntsic - Cartierville","2022-12","Fermée",0,0,,"06","La Visitation",293431.7934048132,5048134.160010678,-73.645654437433,45.5730234750946
3003277327,"Ahuntsic - Cartierville","2023-06","Étude",0,0,0,"06","La Visitation",293148.1379998092,5048046.196785687,-73.6492866452533,45.572227264902196
3000989972,"Côte-des-Neiges - Notre-Dame-de-Grâce","2015-05","Fermée",1,68,,"41","Édouard-Montpetit",294540.3145248315,5039193.635185869,-73.6312643336378,45.492590644890505
3001002851,"Côte-des-Neiges - Notre-Dame-de-Grâce","2015-08","Fermée",18,191,,"41","Édouard-Montpetit",294843.27599483175,5039864.373860857,-73.6274018068128,45.49863062141308
3001392245,"Côte-des-Neiges - Notre-Dame-de-Grâce","2018-02","Fermée",0,0,,"41","Édouard-Montpetit",296332.21599985874,5039390.978785861,-73.6083418617553,45.494390471357285
3001469017,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-03","Fermée",14,134,,"41","Édouard-Montpetit",294768.2968598315,5039556.261735869,-73.6283549049166,45.4958570260374
3001469394,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-01","Fermée",13,101,,"41","Édouard-Montpetit",294677.7291098337,5039613.344460865,-73.6295148871353,45.4963693722993
3001522575,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-03","Fermée",14,135,,"41","Édouard-Montpetit",294768.2968598315,5039556.261735869,-73.6283549049166,45.4958570260374
3001604384,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-08","Fermée",18,110,,"41","Édouard-Montpetit",294843.27599483175,5039864.373860857,-73.6274018068128,45.49863062141308
3002744934,"Côte-des-Neiges - Notre-Dame-de-Grâce","2021-03","Fermée",0,0,,"41","Édouard-Montpetit",294711.24458482896,5039279.180635868,-73.6290791865962,45.4933629111517
3003049379,"Côte-des-Neiges - Notre-Dame-de-Grâce","2021-09","Étude",41,113,0.7095,"41","Édouard-Montpetit",296320.6125548584,5039346.378435865,-73.6084895522607,45.493988997409595
3003069613,"Côte-des-Neiges - Notre-Dame-de-Grâce","2021-11","Fermée",20,99,,"41","Édouard-Montpetit",294627.60799982736,5039332.59778587,-73.63015036772842,45.49384236701798
3003070255,"Côte-des-Neiges - Notre-Dame-de-Grâce","2021-11","Fermée",18,76,,"41","Édouard-Montpetit",294627.60799982736,5039332.59778587,-73.63015036772842,45.49384236701798
3003118854,"Côte-des-Neiges - Notre-Dame-de-Grâce","2022-01","Étude",0,0,0,"41","Édouard-Montpetit",294627.60799982736,5039332.59778587,-73.63015036772842,45.49384236701798
3003118855,"Côte-des-Neiges - Notre-Dame-de-Grâce","2022-01","Étude",0,0,0,"41","Édouard-Montpetit",294627.60799982736,5039332.59778587,-73.63015036772842,45.49384236701798
3003163538,"Côte-des-Neiges - Notre-Dame-de-Grâce","2022-04","Étude",70,342,0.7254,"41","Édouard-Montpetit",295502.7254848481,5039646.567685857,-73.6189596767778,45.49667980940689
3003253617,"Côte-des-Neiges - Notre-Dame-de-Grâce","2023-05","Étude",0,0,0,"41","Édouard-Montpetit",294711.24458482896,5039279.180635868,-73.6290791865962,45.4933629111517
3001032053,"Ahuntsic - Cartierville","2015-07","Fermée",0,0,,"02","Nouveau-Bordeaux",289464.14899974683,5045169.905785748,-73.6963964229632,45.54627413623509
3001652995,"Ahuntsic - Cartierville","2019-10","Fermée",1,26,,"02","Nouveau-Bordeaux",290747.4077147647,5044077.640060762,-73.6799312821552,45.53647264565859
3002370834,"Ahuntsic - Cartierville","2020-10","Fermée",0,0,,"02","Nouveau-Bordeaux",289908.06799975317,5044080.033785765,-73.6906783153225,45.5364767519178
3003126036,"Ahuntsic - Cartierville","2022-02","Fermée",0,0,,"02","Nouveau-Bordeaux",290824.7959997679,5044250.921785765,-73.678945342629,45.5380334486428
3001101046,"Villeray - Saint-Michel - Parc-Extension","2016-02","Fermée",6,50,,"08","René-Goupil",296487.2496198574,5048412.144935677,-73.6065114045567,45.575568073777994
3001101057,"Villeray - Saint-Michel - Parc-Extension","2016-02","Fermée",5,40,,"08","René-Goupil",296487.2496198574,5048412.144935677,-73.6065114045567,45.575568073777994
3001101058,"Villeray - Saint-Michel - Parc-Extension","2016-02","Fermée",4,38,,"08","René-Goupil",296487.2496198574,5048412.144935677,-73.6065114045567,45.575568073777994
3001101445,"Villeray - Saint-Michel - Parc-Extension","2016-01","Fermée",8,106,,"08","René-Goupil",294898.3069998363,5049271.21278566,-73.6268879160823,45.58327741674451
3001101565,"Villeray - Saint-Michel - Parc-Extension","2016-01","Fermée",8,164,,"08","René-Goupil",294949.6059998353,5049125.236785657,-73.626227589211,45.58196461174709
3001101605,"Villeray - Saint-Michel - Parc-Extension","2016-01","Fermée",8,47,,"08","René-Goupil",295106.6703148418,5049130.248485666,-73.6242149973379,45.582011914648604
3001101705,"Villeray - Saint-Michel - Parc-Extension","2016-01","Fermée",8,122,,"08","René-Goupil",295106.6703148418,5049130.248485666,-73.6242149973379,45.582011914648604
3001101765,"Villeray - Saint-Michel - Parc-Extension","2016-01","Fermée",8,115,,"08","René-Goupil",295263.19979984156,5049031.3173106685,-73.6222072263974,45.5811238671018
3001104308,"Villeray - Saint-Michel - Parc-Extension","2015-12","Fermée",8,105,,"08","René-Goupil",295271.5418398426,5048927.296885664,-73.6220983005968,45.58018797576842
3001104365,"Villeray - Saint-Michel - Parc-Extension","2016-01","Fermée",8,112,,"08","René-Goupil",295263.19979984156,5049031.3173106685,-73.6222072263974,45.5811238671018
3001104449,"Villeray - Saint-Michel - Parc-Extension","2016-02","Fermée",8,105,,"08","René-Goupil",295419.06480984314,5049044.662310661,-73.6202101892693,45.5812460684065
3001104450,"Villeray - Saint-Michel - Parc-Extension","2016-01","Fermée",6,108,,"08","René-Goupil",296237.6925498573,5048478.594985679,-73.6097101418265,45.57616298509419
3001104453,"Villeray - Saint-Michel - Parc-Extension","2016-01","Fermée",4,87,,"08","René-Goupil",296165.1573598532,5048363.770185679,-73.6106375154886,45.5751288609079
3001104459,"Villeray - Saint-Michel - Parc-Extension","2016-01","Fermée",8,122,,"08","René-Goupil",295636.77873984905,5048697.654535665,-73.6174138337031,45.57812649342579
3001104460,"Villeray - Saint-Michel - Parc-Extension","2016-06","Fermée",6,66,,"08","René-Goupil",295502.9805648486,5048948.453585663,-73.6191330384349,45.58038148109371
3001104462,"Villeray - Saint-Michel - Parc-Extension","2016-03","Fermée",7,82,,"08","René-Goupil",295555.79104984406,5048915.112685672,-73.6184556896165,45.5800821737565
3001104463,"Villeray - Saint-Michel - Parc-Extension","2016-02","Étude",8,282,0.4193,"08","René-Goupil",295583.11638984265,5048726.69846067,-73.6181019878957,45.578387130352986
3001104464,"Villeray - Saint-Michel - Parc-Extension","2016-02","Fermée",8,300,,"08","René-Goupil",295636.77873984905,5048697.654535665,-73.6174138337031,45.57812649342579
3001115347,"Villeray - Saint-Michel - Parc-Extension","2016-03","Fermée",8,81,,"08","René-Goupil",294898.3069998363,5049271.21278566,-73.6268879160823,45.58327741674451
3001118148,"Villeray - Saint-Michel - Parc-Extension","2016-04","Fermée",2,92,,"08","René-Goupil",295761.8652048478,5048778.854410664,-73.6158125313989,45.57885878977459
3001119393,"Villeray - Saint-Michel - Parc-Extension","2016-04","Fermée",8,97,,"08","René-Goupil",294928.0749998387,5049138.762785665,-73.6265037702508,45.582086017329
3001119398,"Villeray - Saint-Michel - Parc-Extension","2016-04","Fermée",8,87,,"08","René-Goupil",295106.6703148418,5049130.248485666,-73.6242149973379,45.582011914648604
3001119404,"Villeray - Saint-Michel - Parc-Extension","2016-03","Fermée",7,93,,"08","René-Goupil",294928.0749998387,5049138.762785665,-73.6265037702508,45.582086017329
3001119408,"Villeray - Saint-Michel - Parc-Extension","2016-04","Fermée",8,62,,"08","René-Goupil",295157.4689998402,5049211.1287856605,-73.6235656365567,45.58274040449489
3001119410,"Villeray - Saint-Michel - Parc-Extension","2016-05","Fermée",8,182,,"08","René-Goupil",295807.45784984593,5048586.864735667,-73.6152247857164,45.57713180111318
3001119415,"Villeray - Saint-Michel - Parc-Extension","2016-04","Fermée",8,55,,"08","René-Goupil",295210.70651983714,5049064.5598106645,-73.6228805409426,45.58142227104769
3001272535,"Villeray - Saint-Michel - Parc-Extension","2017-05","Fermée",8,80,,"08","René-Goupil",295324.6672898398,5048893.759910665,-73.6214168986339,45.5798869259669
3001272542,"Villeray - Saint-Michel - Parc-Extension","2017-02","Fermée",8,35,,"08","René-Goupil",295419.06480984314,5049044.662310661,-73.6202101892693,45.5812460684065
3001400043,"Villeray - Saint-Michel - Parc-Extension","2018-02","Fermée",6,18,,"08","René-Goupil",295106.6703148418,5049130.248485666,-73.6242149973379,45.582011914648604
3001400045,"Villeray - Saint-Michel - Parc-Extension","2018-04","Fermée",6,21,,"08","René-Goupil",294848.96399983304,5049190.920785659,-73.6275185980348,45.5825542226352
3001400050,"Villeray - Saint-Michel - Parc-Extension","2018-06","Fermée",8,51,,"08","René-Goupil",295005.0035398408,5049090.68416066,-73.625517007951,45.5816544796024
3001400065,"Villeray - Saint-Michel - Parc-Extension","2018-07","Fermée",7,31,,"08","René-Goupil",295005.0035398408,5049090.68416066,-73.625517007951,45.5816544796024
3001400066,"Villeray - Saint-Michel - Parc-Extension","2018-05","Fermée",4,9,,"08","René-Goupil",295102.59158984234,5049245.7245856635,-73.6242695563639,45.5830509444669
3001411247,"Villeray - Saint-Michel - Parc-Extension","2018-04","Fermée",8,27,,"08","René-Goupil",295470.97827984486,5049012.250535667,-73.6195443366175,45.5809551160236
3001411285,"Villeray - Saint-Michel - Parc-Extension","2018-04","Fermée",7,24,,"08","René-Goupil",295419.06480984314,5049044.662310661,-73.6202101892693,45.5812460684065
3001411305,"Villeray - Saint-Michel - Parc-Extension","2018-05","Fermée",8,74,,"08","René-Goupil",295314.0287948446,5049112.177110661,-73.6215574610366,45.58185216161359
3001411328,"Villeray - Saint-Michel - Parc-Extension","2018-05","Fermée",8,90,,"08","René-Goupil",295314.0287948446,5049112.177110661,-73.6215574610366,45.58185216161359
3001411334,"Villeray - Saint-Michel - Parc-Extension","2018-05","Fermée",8,57,,"08","René-Goupil",295314.0287948446,5049112.177110661,-73.6215574610366,45.58185216161359
3001419764,"Villeray - Saint-Michel - Parc-Extension","2018-05","Fermée",6,26,,"08","René-Goupil",295679.88022484526,5048880.614210666,-73.6168649649695,45.5797733842029
3001419780,"Villeray - Saint-Michel - Parc-Extension","2018-06","Fermée",6,24,,"08","René-Goupil",296268.1541698585,5048295.609410675,-73.609316638431,45.574516800266096
3001419787,"Villeray - Saint-Michel - Parc-Extension","2018-09","Fermée",6,34,,"08","René-Goupil",296487.2496198574,5048412.144935677,-73.6065114045567,45.575568073777994
3001484481,"Villeray - Saint-Michel - Parc-Extension","2019-06","Fermée",8,71,,"08","René-Goupil",295005.0035398408,5049090.68416066,-73.625517007951,45.5816544796024
3001839774,"Villeray - Saint-Michel - Parc-Extension","2020-03","Fermée",1,25,,"08","René-Goupil",295005.0035398408,5049090.68416066,-73.625517007951,45.5816544796024
3003220455,"Villeray - Saint-Michel - Parc-Extension","2022-12","Étude",6,53,0.2,"08","René-Goupil",296487.2496198574,5048412.144935677,-73.6065114045567,45.575568073777994
3003220458,"Villeray - Saint-Michel - Parc-Extension","2023-07","Étude",6,54,0,"08","René-Goupil",296487.2496198574,5048412.144935677,-73.6065114045567,45.575568073777994
3003220467,"Villeray - Saint-Michel - Parc-Extension","2022-12","Étude",33,249,0.354,"08","René-Goupil",294848.96399983304,5049190.920785659,-73.6275185980348,45.5825542226352
3003238916,"Villeray - Saint-Michel - Parc-Extension","2023-07","Étude",6,54,0.15,"08","René-Goupil",296487.2496198574,5048412.144935677,-73.6065114045567,45.575568073777994
3003238917,"Villeray - Saint-Michel - Parc-Extension","2023-07","Étude",5,61,0.25,"08","René-Goupil",296487.2496198574,5048412.144935677,-73.6065114045567,45.575568073777994
3001114483,"L'Île-Bizard - Sainte-Geneviève","2015-12","Fermée",8,38,,"75","L'Île-Bizard–Sainte-Geneviève",275665.3461745153,5037230.245960917,-73.8726342379534,45.474390780111
3001114487,"L'Île-Bizard - Sainte-Geneviève","2016-01","Fermée",2,10,,"75","L'Île-Bizard–Sainte-Geneviève",275665.3461745153,5037230.245960917,-73.8726342379534,45.474390780111
3001287125,"L'Île-Bizard - Sainte-Geneviève","2017-03","Fermée",1,18,,"75","L'Île-Bizard–Sainte-Geneviève",274559.04199949483,5037973.198785893,-73.886829367006,45.4810290316728
3001288075,"L'Île-Bizard - Sainte-Geneviève","2017-03","Fermée",1,15,,"75","L'Île-Bizard–Sainte-Geneviève",275962.60599951836,5038500.806785882,-73.8689069464584,45.4858359811935
3001501596,"L'Île-Bizard - Sainte-Geneviève","2019-08","Fermée",10,128,,"75","L'Île-Bizard–Sainte-Geneviève",275521.8229995127,5037146.6957859155,-73.874464890787,45.4736329689437
3001627428,"L'Île-Bizard - Sainte-Geneviève","2019-08","Fermée",0,0,,"75","L'Île-Bizard–Sainte-Geneviève",271614.11699944886,5037780.146785903,-73.9244855456859,45.479158129932095
3001956075,"L'Île-Bizard - Sainte-Geneviève","2020-08","Fermée",0,0,,"75","L'Île-Bizard–Sainte-Geneviève",276691.06199953146,5038674.440785879,-73.8595981854541,45.48742810355111
3002357894,"L'Île-Bizard - Sainte-Geneviève","2020-10","Fermée",0,0,,"75","L'Île-Bizard–Sainte-Geneviève",275613.15399950964,5037674.052785898,-73.8733281344917,45.47838209911189
3002358274,"L'Île-Bizard - Sainte-Geneviève","2020-10","Fermée",3,17,,"75","L'Île-Bizard–Sainte-Geneviève",275539.9270345093,5037497.909260904,-73.8742542657956,45.476794045664796
3002869895,"L'Île-Bizard - Sainte-Geneviève","2021-05","Fermée",0,0,,"75","L'Île-Bizard–Sainte-Geneviève",275397.11199951195,5038622.137785887,-73.8761482290877,45.4869041575747
3001114892,"Rosemont - La Petite-Patrie","2016-02","Fermée",0,9,,"15","Père-Marquette",297436.0869998774,5043976.559785766,-73.5942871825592,45.535665881640305
3001445733,"Rosemont - La Petite-Patrie","2018-09","Fermée",11,43,,"15","Père-Marquette",297214.44699987315,5044211.500785764,-73.5971286857616,45.5377775886931
3001466229,"Rosemont - La Petite-Patrie","2018-11","Fermée",27,251,,"15","Père-Marquette",296670.7359998684,5045098.956785751,-73.6041053212879,45.5457571004676
3001466462,"Rosemont - La Petite-Patrie","2018-12","Fermée",26,223,,"15","Père-Marquette",297527.41099987726,5044121.243785768,-73.5931200248927,45.53696876033139
3001478088,"Rosemont - La Petite-Patrie","2019-06","Étude",25,167,0.5385,"15","Père-Marquette",296670.7359998684,5045098.956785751,-73.6041053212879,45.5457571004676
3002418314,"Rosemont - La Petite-Patrie","2020-11","Fermée",8,126,,"15","Père-Marquette",296940.93925487157,5044920.232035744,-73.6006421687872,45.54415197365469
3003100301,"Rosemont - La Petite-Patrie","2022-02","Étude",8,119,0.2061,"15","Père-Marquette",296383.4199998588,5044644.776785752,-73.6077769435972,45.5416668174503
3003172560,"Rosemont - La Petite-Patrie","2022-06","Étude",27,152,0.6464,"15","Père-Marquette",296670.7359998684,5045098.956785751,-73.6041053212879,45.5457571004676
3003207968,"Rosemont - La Petite-Patrie","2022-09","Étude",27,225,0.6556,"15","Père-Marquette",296985.15167486866,5044987.067785748,-73.6000770579216,45.544753882599494
3003251194,"Rosemont - La Petite-Patrie","2023-03","Étude",15,107,0.4046,"15","Père-Marquette",297024.16899987205,5044457.722785757,-73.5995689939052,45.53999108531809
3003279721,"Rosemont - La Petite-Patrie","2023-06","Étude",0,0,0,"15","Père-Marquette",296940.93925487157,5044920.232035744,-73.6006421687872,45.54415197365469
3003282930,"Rosemont - La Petite-Patrie","2023-06","Étude",0,0,0,"15","Père-Marquette",297637.8869998771,5044482.427785763,-73.59171074810462,45.54021996922759
3001115349,"Rosemont - La Petite-Patrie","2016-03","Fermée",23,170,,"20","Marie-Victorin",299144.99199991004,5047284.490785698,-73.5724446964902,45.56544776003069
3001307329,"Rosemont - La Petite-Patrie","2017-07","Fermée",49,332,,"20","Marie-Victorin",299183.87099990604,5047347.900785699,-73.571947357468,45.566018658524094
3001457828,"Rosemont - La Petite-Patrie","2018-09","Fermée",20,142,,"20","Marie-Victorin",299497.7539999144,5047859.898785688,-73.5679318072204,45.57062824245511
3001457854,"Rosemont - La Petite-Patrie","2018-10","Fermée",25,62,,"20","Marie-Victorin",299106.66099990817,5047221.904785699,-73.5729350148414,45.56488427842319
3001458247,"Rosemont - La Petite-Patrie","2018-10","Fermée",24,161,,"20","Marie-Victorin",299106.66099990817,5047221.904785699,-73.5729350148414,45.56488427842319
3001458312,"Rosemont - La Petite-Patrie","2018-09","Fermée",19,76,,"20","Marie-Victorin",299144.99199991004,5047284.490785698,-73.5724446964902,45.56544776003069
3001458348,"Rosemont - La Petite-Patrie","2018-09","Fermée",22,158,,"20","Marie-Victorin",299538.44299991516,5047926.475785689,-73.5674112211461,45.5712276321872
